INTERACTOR_1	INTERACTOR_2
co5948	co2763
co2503	co10091
co3939	co587
co4330	co2698
co25	co10854
co1822	co3565
co856	co10656
co1360	co1403
co195	co321
co8959	co2123
co839	co2012
co257	co6365
co1831	co4885
co6677	co1337
co3802	co5873
co8959	co2112
co6754	co2936
co2736	co3775
co3280	co8127
co5407	co4155
co373	co7219
co10889	co3095
co3091	co2099
co2301	co3571
co11177	co3949
co25	co4471
co8044	co1423
co1685	co4052
co733	co1162
co124	co1645
co5978	co3713
co2038	co165
co2192	co2024
co109	co7962
co1317	co6335
co5404	co3623
co8129	co11524
co3959	co5975
co939	co8716
co208	co5304
co316	co1788
co8719	co13569
co1019	co319
co1371	co6344
co1845	co4688
co11516	co218
co8469	co5928
co11728	co668
co5331	co736
co5002	co353
co6646	co3463
co1842	co839
co176	co3881
co1341	co4046
co903	co2915
co5560	co344
co344	co5975
co10794	co25
co768	co1069
co3921	co20
co596	co4471
co515	co6735
co601	co3495
co7184	co7638
co186	co2390
co293	co4
co3433	co7175
co1503	co987
co282	co5335
co4641	co5698
co8634	co3471
co398	co4043
co1283	co2029
co30	co3442
co2787	co343
co4259	co5915
co6095	co4011
co13274	co2756
co2343	co896
co4588	co5028
co2988	co1320
co5030	co5279
co949	co3775
co3626	co298
co594	co541
co753	co4167
co1738	co7085
co8399	co6162
co1021	co2502
co7922	co2187
co4699	co9394
co2267	co2950
co3410	co9589
co4957	co5243
co1310	co3344
co11573	co2479
co3656	co4897
co7778	co3874
co388	co6843
co6368	co3802
co480	co3794
co3757	co104
co3349	co1941
co7108	co10176
co521	co2564
co4648	co1624
co4718	co3624
co702	co456
co1689	co2997
co5747	co6802
co3421	co12226
co205	co638
co2970	co1011
co11418	co3745
co2337	co217
co1004	co2442
co646	co2564
co44	co3057
co3768	co2241
co4949	co500
co7855	co300
co8166	co9574
co8088	co5325
co4983	co2834
co3870	co949
co3902	co18
co1565	co4864
co2998	co336
co509	co4082
co3524	co7505
co5560	co5612
co13315	co2515
co3607	co522
co1685	co522
co2047	co221
co11427	co631
co637	co686
co165	co8875
co3635	co573
co1721	co3552
co2426	co1778
co3736	co4277
co6229	co439
co10373	co62
co131	co8782
co4654	co13792
co12329	co8049
co7876	co324
co7294	co3388
co1018	co2282
co2341	co2314
co3204	co353
co7299	co4918
co13307	co7069
co2027	co8763
co12729	co1933
co4488	co7049
co676	co1633
co5733	co363
co11724	co702
co3494	co1918
co853	co5867
co639	co1779
co8220	co626
co2708	co98
co6262	co9114
co3475	co4212
co8167	co1878
co4944	co1250
co1455	co1555
co1806	co961
co2352	co2397
co10950	co6247
co1162	co522
co675	co7207
co1282	co324
co8694	co6145
co8143	co6602
co1132	co120
co5329	co9408
co14080	co3707
co13020	co1396
co1094	co1426
co903	co1882
co3132	co10305
co5743	co331
co25	co5081
co360	co2866
co6515	co408
co11038	co9533
co221	co2857
co2513	co2262
co3059	co5611
co6690	co468
co7067	co4030
co2244	co661
co1828	co5611
co1125	co1596
co1600	co3212
co2604	co10305
co2894	co3450
co787	co5983
co4251	co1393
co6011	co1966
co595	co5111
co629	co3283
co4251	co3166
co1572	co5338
co723	co1048
co2104	co3401
co8912	co1886
co827	co3141
co2060	co2033
co2481	co397
co402	co777
co6052	co165
co1016	co1278
co1279	co12816
co6486	co2794
co67	co1776
co1847	co4682
co2413	co3513
co524	co1421
co3657	co5599
co964	co2615
co2949	co353
co2117	co3665
co10281	co1887
co4645	co2288
co1854	co4337
co5559	co1013
co4687	co11147
co4723	co8268
co5100	co10232
co1864	co8115
co3096	co231
co1201	co1388
co1392	co617
co4766	co6089
co8341	co1010
co4554	co6139
co4472	co6688
co4189	co4654
co10991	co5135
co4604	co218
co10212	co4892
co1533	co124
co3652	co1975
co400	co4548
co1322	co3985
co2692	co5553
co5996	co3937
co8	co4654
co4134	co218
co3209	co2399
co985	co2825
co1445	co1137
co1885	co2952
co3627	co4131
co10102	co630
co1251	co2024
co7407	co85
co874	co8608
co105	co6459
co8240	co1441
co2543	co3162
co517	co1891
co7637	co898
co105	co3001
co205	co3885
co53	co2262
co7379	co232
co5268	co858
co2653	co930
co7423	co848
co3195	co3343
co1371	co9241
co8483	co7848
co7324	co6701
co5606	co4825
co70	co7633
co2178	co2973
co8188	co3175
co4925	co1822
co6630	co2571
co124	co2249
co6211	co2843
co1263	co950
co8504	co9919
co6399	co1658
co1309	co5355
co67	co7490
co2162	co121
co3547	co7504
co1230	co62
co141	co104
co2846	co3936
co2871	co1337
co6458	co3807
co480	co293
co6638	co2134
co11	co625
co251	co1324
co5461	co13272
co15	co1781
co1371	co7708
co6369	co3407
co3173	co430
co4361	co387
co1612	co5251
co3884	co8063
co1098	co2108
co9896	co3662
co1357	co17
co2683	co7664
co576	co2212
co2604	co3204
co2623	co136
co3254	co5678
co10613	co2006
co2490	co5926
co8250	co2509
co278	co2576
co6306	co2705
co4105	co2717
co165	co1034
co3603	co6572
co1017	co9630
co1571	co457
co4989	co7402
co8784	co5850
co7119	co5007
co2140	co10041
co3278	co1978
co654	co2025
co4335	co317
co4029	co1904
co6927	co10910
co1433	co3862
co4301	co1910
co1560	co12011
co10277	co1381
co11816	co5475
co7088	co1
co9098	co5046
co1	co7258
co7026	co537
co67	co2655
co1349	co2326
co3678	co6635
co337	co5532
co3037	co64
co25	co7638
co104	co587
co4092	co2208
co5081	co1965
co13193	co537
co3757	co8224
co8507	co702
co5917	co2848
co62	co59
co11	co9600
co5928	co7905
co544	co4053
co1195	co6052
co2452	co5951
co1149	co1627
co481	co1244
co14081	co7533
co3071	co1832
co8745	co4488
co353	co2499
co4050	co1517
co2527	co727
co3026	co12175
co2758	co1272
co8758	co362
co4237	co1013
co5516	co12417
co170	co6794
co9719	co8920
co743	co1263
co4975	co1154
co1045	co3223
co2865	co1851
co6112	co6042
co3133	co1479
co3664	co353
co1335	co1840
co316	co9518
co10199	co5460
co1340	co3770
co8831	co10350
co1159	co439
co8356	co1277
co1097	co4981
co1800	co782
co1382	co8849
co1775	co353
co7172	co6178
co657	co104
co728	co3129
co8220	co581
co53	co2111
co987	co4673
co7210	co22
co1722	co2372
co205	co6205
co722	co6846
co6726	co22
co7775	co909
co2446	co324
co2557	co7692
co7407	co277
co3027	co165
co591	co4009
co358	co3370
co124	co9334
co582	co6773
co1900	co1568
co14082	co1365
co813	co8531
co1874	co1845
co293	co5654
co1432	co1111
co878	co193
co1997	co5170
co6123	co22
co1200	co1633
co2250	co1272
co3883	co2074
co13652	co3260
co9205	co1376
co861	co2539
co762	co2618
co359	co369
co615	co1338
co10446	co2336
co4859	co3050
co13769	co221
co4774	co6705
co2800	co970
co3332	co1376
co67	co6846
co999	co165
co2935	co2918
co7064	co1659
co3081	co1349
co5506	co1272
co1224	co4350
co11510	co674
co2428	co4282
co480	co91
co181	co1539
co3687	co8875
co5607	co2305
co1560	co524
co61	co3876
co437	co1491
co9104	co431
co2346	co663
co2792	co1014
co2772	co1006
co2431	co12498
co388	co881
co6149	co2831
co67	co1953
co685	co1633
co11630	co231
co6063	co1225
co1121	co3033
co7680	co7005
co3386	co1629
co6564	co2906
co8404	co9794
co6075	co271
co9401	co5634
co2618	co642
co211	co6597
co7385	co11021
co8401	co10415
co6192	co5666
co580	co78
co492	co1803
co6659	co5169
co3712	co549
co8552	co4588
co467	co7674
co731	co583
co6046	co930
co4274	co10788
co7592	co8771
co1349	co12648
co5831	co233
co208	co2147
co5631	co5570
co5674	co765
co6526	co11362
co245	co6535
co4262	co546
co1037	co1276
co7855	co9915
co314	co4860
co2775	co1567
co5365	co1272
co288	co64
co11359	co11315
co1361	co6070
co3996	co10032
co1361	co282
co428	co3111
co4451	co3053
co1260	co8652
co1322	co9058
co5102	co3654
co903	co11761
co3804	co8981
co2312	co6577
co1027	co2221
co509	co1508
co1609	co1298
co6706	co587
co4143	co822
co5282	co1349
co4811	co9487
co456	co12679
co1297	co8335
co1990	co222
co1309	co10449
co3872	co2646
co949	co6000
co3238	co7767
co274	co5477
co10012	co2623
co336	co4595
co5741	co2532
co213	co12277
co2623	co5179
co1285	co6194
co62	co12523
co10092	co2585
co6122	co5070
co5987	co1426
co4293	co1766
co8276	co549
co925	co7792
co13946	co1688
co262	co517
co3025	co924
co3036	co3588
co1545	co4145
co2028	co668
co1913	co1485
co4865	co522
co3849	co124
co4370	co13
co6925	co2952
co1495	co2649
co8324	co1137
co3570	co120
co1560	co1375
co5554	co1331
co512	co3187
co3687	co8554
co6661	co5036
co3769	co2551
co3794	co4910
co12194	co1321
co1854	co5569
co2959	co11439
co682	co1855
co2611	co1432
co2869	co596
co2480	co668
co37	co11000
co258	co3157
co1466	co221
co4149	co3228
co11841	co1968
co80	co3940
co9214	co430
co5560	co2571
co1994	co165
co9961	co1966
co7088	co6904
co1941	co695
co3225	co537
co10263	co11716
co1285	co8223
co9384	co2363
co7634	co4588
co1806	co10314
co4527	co3248
co2865	co3342
co9902	co4753
co9761	co1013
co9015	co364
co1282	co2872
co2476	co10910
co1906	co317
co577	co4552
co1149	co2830
co5872	co5005
co8455	co80
co6954	co10795
co229	co419
co6348	co6138
co1711	co4155
co7576	co1337
co9003	co958
co373	co8436
co7668	co462
co7843	co881
co1854	co6902
co5129	co8891
co2379	co1180
co4627	co1645
co12041	co24
co6340	co8656
co6207	co6421
co998	co3713
co1275	co3994
co5073	co7975
co7945	co210
co4220	co501
co4530	co11138
co4011	co227
co11	co586
co2596	co4
co3208	co8523
co6063	co388
co5560	co2550
co374	co6170
co3244	co2016
co7216	co1755
co604	co1821
co4792	co8161
co9724	co702
co461	co4098
co887	co468
co1107	co1048
co768	co10168
co4239	co3664
co2283	co1659
co3776	co2577
co6184	co8494
co3718	co3181
co4378	co7683
co4462	co1436
co1660	co6615
co4230	co10138
co381	co204
co1125	co10213
co5250	co5448
co640	co4908
co510	co4162
co450	co12605
co4091	co3598
co5124	co2590
co3603	co38
co3661	co4228
co1224	co3054
co2685	co1277
co10070	co165
co150	co6340
co5303	co7418
co4496	co6387
co5190	co222
co6810	co10821
co9429	co4724
co1249	co4034
co7634	co5242
co2428	co708
co5538	co5244
co10827	co668
co4053	co2887
co5080	co104
co1538	co4273
co62	co10128
co324	co1837
co3702	co2240
co14083	co2960
co5594	co2857
co2878	co9158
co11245	co11230
co302	co660
co690	co8202
co9100	co816
co7785	co2682
co358	co277
co5803	co11915
co1349	co13257
co4871	co9634
co6702	co6170
co17	co6597
co336	co5919
co109	co583
co6306	co9838
co675	co9866
co9285	co353
co6427	co4039
co8779	co4285
co3477	co4007
co702	co11172
co7140	co1013
co697	co2946
co2521	co7482
co11389	co1085
co1549	co3567
co2830	co19
co2389	co9682
co2758	co12128
co7673	co8959
co1819	co10563
co2146	co5261
co2104	co4543
co9005	co5382
co1450	co3014
co4217	co196
co3644	co3334
co1749	co9768
co2991	co508
co1458	co874
co2841	co10979
co872	co769
co144	co4946
co954	co7687
co4832	co98
co2479	co218
co67	co6438
co4374	co2236
co12688	co165
co5956	co124
co344	co6057
co7813	co1592
co2478	co2296
co5239	co590
co11	co9830
co9188	co2306
co286	co120
co5502	co2368
co7050	co8706
co2481	co1074
co1621	co4649
co1706	co1048
co3340	co165
co12981	co74
co122	co240
co4588	co5023
co2615	co10196
co1916	co3915
co1231	co6056
co2712	co5166
co5981	co1694
co12893	co11204
co1609	co1219
co1633	co10040
co853	co9970
co380	co5781
co5852	co1306
co2365	co4885
co3185	co2364
co675	co7449
co11302	co6509
co1847	co3571
co2909	co846
co109	co12387
co13344	co587
co1735	co3037
co1735	co4904
co1874	co596
co100	co293
co6337	co124
co4273	co5016
co2634	co8794
co11219	co11588
co892	co3919
co2882	co5482
co4251	co2074
co565	co2698
co2271	co5463
co2425	co12295
co7277	co5530
co230	co5070
co9905	co3002
co9761	co2219
co1228	co3552
co776	co9352
co1012	co909
co9188	co828
co8160	co702
co6427	co1554
co2653	co1904
co664	co914
co567	co4454
co6657	co2560
co9479	co165
co7508	co2780
co10433	co3522
co874	co8577
co844	co3020
co854	co18
co9063	co38
co6707	co8958
co1940	co2409
co4920	co2294
co1512	co1185
co1097	co3477
co3059	co6247
co685	co903
co100	co1111
co5582	co3615
co203	co190
co5527	co5189
co6800	co10961
co6376	co4483
co25	co8736
co5304	co1219
co5611	co5167
co7107	co668
co4005	co1195
co3933	co8844
co4638	co3243
co1772	co1276
co1993	co5707
co9611	co1067
co5999	co3199
co4241	co320
co728	co3615
co2335	co1277
co3478	co7639
co1337	co120
co5123	co290
co2179	co12520
co8744	co13922
co148	co4809
co9026	co1918
co2526	co5111
co5433	co968
co7047	co3088
co7824	co1854
co6589	co11467
co3644	co5935
co2298	co2310
co6049	co1178
co6223	co1420
co3640	co3801
co7609	co196
co4760	co104
co5683	co661
co1846	co1470
co197	co82
co5667	co8979
co4189	co958
co1256	co4687
co2303	co6441
co3096	co10709
co3944	co930
co3119	co5910
co6214	co8028
co1698	co1485
co2072	co4507
co2127	co6660
co141	co1627
co414	co3833
co6282	co3926
co1902	co335
co43	co3921
co3987	co1589
co3359	co1460
co701	co4500
co2300	co5569
co300	co3710
co258	co2563
co11287	co7023
co402	co8372
co10536	co1073
co2845	co2201
co1540	co5577
co251	co9320
co2304	co702
co4294	co6395
co1633	co2940
co362	co104
co634	co1895
co4804	co590
co331	co2698
co1251	co3884
co72	co612
co384	co1034
co2001	co1662
co324	co603
co733	co5238
co964	co6403
co11909	co3603
co2645	co2325
co1249	co1175
co1122	co3650
co10285	co218
co1230	co260
co3262	co3234
co1821	co3825
co7634	co583
co723	co3002
co7424	co4047
co3870	co7417
co1019	co141
co2611	co8029
co7478	co9475
co5359	co800
co3870	co11384
co8482	co6078
co830	co4040
co2784	co2728
co5505	co172
co7690	co909
co337	co214
co9558	co8407
co3090	co5685
co3650	co8649
co1464	co494
co15	co708
co1541	co500
co8999	co5462
co4710	co3391
co3849	co9068
co1889	co4549
co214	co11072
co1440	co3795
co7593	co1432
co2874	co10780
co5936	co9353
co8586	co957
co2446	co10769
co13405	co2051
co1536	co3607
co873	co4155
co8087	co1659
co5648	co799
co7127	co2999
co3293	co974
co1224	co1233
co5985	co523
co4261	co3022
co5812	co675
co2439	co659
co1382	co3710
co3785	co5200
co8612	co583
co441	co192
co7487	co7175
co10711	co2698
co3503	co6876
co467	co1948
co515	co432
co1371	co1590
co9444	co10338
co116	co4099
co527	co319
co7700	co1276
co9406	co5337
co4956	co3465
co1824	co383
co9797	co8135
co236	co1370
co1	co4540
co109	co10909
co5405	co8656
co1498	co2888
co6641	co894
co4975	co237
co6709	co82
co2437	co7294
co6033	co4769
co3902	co2589
co10851	co6337
co754	co1013
co6800	co1645
co1700	co2236
co1076	co758
co1588	co2260
co8187	co165
co2210	co218
co4970	co1966
co100	co28
co3753	co3260
co5538	co628
co2803	co5729
co6641	co6961
co11628	co10305
co3892	co987
co109	co5306
co6201	co7433
co4169	co4191
co509	co6041
co702	co4504
co1092	co6924
co2833	co4078
co2103	co537
co1854	co4674
co1934	co3460
co5383	co1248
co2072	co8193
co1263	co6036
co10682	co2235
co5051	co4088
co2256	co6545
co1068	co8958
co53	co2219
co874	co1580
co9798	co1477
co4448	co9294
co10114	co5953
co4658	co2457
co931	co1451
co1254	co1256
co3601	co688
co5520	co331
co918	co2048
co1662	co10128
co1633	co1195
co2311	co12680
co7179	co5265
co1578	co517
co1850	co11386
co316	co6843
co4332	co5158
co1609	co1563
co6468	co2331
co418	co4743
co4576	co7669
co2221	co2576
co403	co3042
co3173	co2126
co7990	co8302
co4989	co980
co1795	co5279
co768	co490
co95	co2961
co2981	co3055
co8009	co1546
co3295	co344
co5128	co8760
co2840	co90
co4354	co165
co10595	co8012
co2583	co7377
co6055	co359
co8919	co10467
co1679	co9714
co10178	co1431
co6754	co165
co1147	co522
co11583	co1423
co1828	co144
co3569	co2694
co2587	co2846
co4251	co587
co2826	co2105
co8462	co311
co127	co397
co5699	co5835
co2221	co10785
co1845	co8212
co3503	co331
co6341	co1276
co1900	co2524
co4311	co1354
co1090	co165
co2119	co489
co339	co5599
co2623	co3918
co7462	co6670
co3231	co3655
co3550	co10409
co2688	co1696
co300	co6434
co7691	co930
co2426	co1086
co209	co8855
co1249	co2716
co4812	co1728
co1032	co10854
co6879	co2775
co5606	co5169
co2185	co3981
co7795	co38
co1085	co307
co1289	co3841
co8200	co5170
co5169	co815
co1705	co9462
co2838	co1376
co6663	co1173
co7438	co970
co1497	co7398
co9003	co86
co503	co215
co7222	co1604
co8943	co10609
co2376	co775
co4398	co5681
co317	co6272
co3527	co877
co1088	co209
co1607	co5272
co13404	co96
co2027	co9048
co1317	co7772
co3758	co7257
co3765	co3481
co4127	co124
co2293	co1266
co7174	co141
co87	co1508
co9242	co1384
co8009	co4889
co5022	co3790
co83	co156
co9746	co5305
co914	co544
co4273	co4436
co14084	co7569
co2406	co2457
co544	co3020
co4422	co5347
co1333	co255
co736	co522
co271	co8285
co805	co12808
co2903	co6818
co3233	co8823
co3965	co3513
co4755	co363
co1337	co4810
co144	co11564
co193	co2769
co2509	co5783
co109	co3659
co2661	co1021
co8933	co13530
co64	co2982
co12462	co218
co4140	co1574
co163	co14085
co274	co1365
co8049	co1115
co5006	co3744
co5389	co4127
co503	co8347
co509	co4310
co12613	co9703
co1045	co414
co6404	co1704
co1687	co8334
co8797	co9533
co1944	co3417
co4008	co2382
co6098	co3869
co781	co5774
co4086	co363
co7619	co247
co2790	co4612
co11576	co2446
co1299	co96
co772	co5519
co1943	co8139
co7436	co2505
co4551	co591
co1498	co8961
co5786	co3317
co3893	co4384
co847	co5268
co25	co9029
co4641	co4897
co4240	co1371
co618	co1738
co4623	co3352
co328	co1632
co10828	co702
co5555	co8
co1579	co1162
co1499	co1245
co7508	co7466
co3305	co1434
co1224	co6856
co2382	co1337
co3501	co2976
co4713	co165
co3852	co5258
co853	co3513
co9067	co7634
co2328	co2670
co5561	co3981
co973	co10419
co21	co1276
co7152	co10086
co4763	co5869
co10567	co1568
co2009	co10820
co416	co2867
co1904	co2120
co2240	co6036
co3608	co7592
co586	co694
co685	co8003
co2069	co121
co2428	co4978
co1337	co196
co1687	co682
co5436	co1431
co13466	co589
co278	co442
co3116	co1034
co1063	co6422
co3236	co2126
co1504	co11962
co300	co194
co13268	co134
co2337	co4052
co1716	co816
co4697	co631
co2379	co1499
co3370	co122
co925	co4667
co1621	co537
co9896	co6242
co11014	co10890
co8397	co1326
co6108	co1414
co3857	co1028
co1828	co439
co10128	co2110
co8654	co3549
co1321	co773
co4967	co910
co6167	co10418
co11567	co702
co2590	co4119
co646	co5081
co13200	co2166
co2088	co7771
co4651	co909
co282	co4654
co25	co817
co9882	co1434
co6601	co1728
co3231	co2736
co2339	co798
co3799	co289
co2596	co289
co907	co6344
co8533	co5605
co4021	co2722
co509	co1373
co4871	co3307
co4453	co3012
co358	co324
co1360	co4044
co498	co508
co2405	co782
co5224	co12283
co858	co4213
co115	co1698
co7580	co6494
co1055	co6911
co1207	co8461
co4274	co543
co6078	co1346
co7508	co917
co12228	co884
co1963	co3958
co456	co1452
co6354	co3880
co7379	co286
co8624	co5793
co8277	co955
co6923	co7928
co2865	co11390
co5166	co969
co1602	co892
co1083	co4441
co7805	co111
co8867	co10838
co6472	co1821
co2112	co4860
co353	co603
co165	co10275
co2006	co4282
co72	co8694
co10880	co815
co10458	co5168
co104	co1142
co863	co5724
co7925	co1379
co6373	co5008
co6995	co3749
co244	co4832
co11771	co1064
co13196	co890
co673	co508
co1567	co1349
co3026	co4214
co1394	co2809
co8236	co9919
co5412	co3457
co2064	co6449
co1989	co13250
co3488	co11643
co3276	co4504
co827	co6261
co4645	co10399
co9049	co7639
co12598	co2189
co1319	co3565
co580	co6458
co25	co1646
co8716	co5128
co853	co8815
co316	co6846
co4201	co15
co11215	co5534
co10051	co515
co1761	co5363
co1605	co116
co1666	co997
co183	co2639
co499	co1431
co8220	co2310
co7362	co13050
co3478	co8941
co646	co12152
co1361	co2917
co2328	co6322
co1475	co5900
co2603	co12332
co2698	co4898
co956	co11281
co1865	co10714
co7229	co218
co2824	co7629
co6742	co2999
co1737	co768
co4316	co13239
co2865	co4564
co3574	co8015
co1574	co5265
co3224	co3232
co2161	co249
co4462	co7157
co115	co6535
co5945	co1838
co38	co194
co1845	co3567
co5220	co7989
co8624	co6798
co302	co2560
co1842	co1597
co4876	co8648
co414	co7712
co1086	co377
co1845	co2025
co6101	co1158
co324	co679
co2819	co4975
co4437	co8316
co27	co362
co262	co657
co2563	co7779
co3155	co6712
co5331	co8841
co8147	co5381
co11709	co2768
co1682	co1038
co1936	co369
co2952	co5405
co8613	co121
co6581	co5391
co1566	co4843
co517	co935
co702	co10419
co1698	co1223
co316	co1021
co5916	co900
co923	co3368
co1090	co1611
co1088	co9883
co594	co537
co544	co286
co1845	co1643
co3978	co542
co230	co10147
co358	co2304
co2140	co2361
co925	co3628
co2551	co3413
co731	co1605
co4119	co462
co355	co9309
co1360	co5069
co344	co6886
co14086	co522
co1716	co217
co8958	co2184
co3349	co3454
co5585	co8
co2849	co121
co6606	co3881
co4606	co290
co1095	co1884
co4579	co165
co668	co11826
co8209	co4786
co4871	co3034
co7930	co958
co4273	co10173
co4478	co149
co5651	co1910
co3865	co12168
co2526	co935
co6888	co492
co3130	co675
co364	co4308
co4860	co4892
co8072	co4470
co1417	co493
co3833	co4213
co1265	co4046
co3675	co4901
co8895	co4789
co4307	co3974
co1707	co6494
co736	co1233
co398	co2448
co3415	co4335
co124	co136
co293	co11199
co4750	co676
co1928	co2911
co1483	co6200
co2998	co1482
co2834	co3926
co3705	co303
co4555	co8687
co5465	co5403
co500	co4229
co1233	co210
co7373	co9905
co8348	co2652
co2267	co668
